@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
4264,'2020/12/08 21:23:19:447',17,-0.003552,-0.0014,-0.003202,0.010355,0.026833,0.038035,0.83372,-0.325029,-2.497958,4
4265,'2020/12/08 21:23:19:500',17,0.006291,0.000406,-0.008614,0.010884,0.002526,0.027597,0.833546,-0.326067,-2.494775,4
4266,'2020/12/08 21:23:19:554',17,-0.0129,-0.00947,-0.005883,0.028811,0.036013,-0.000789,0.834313,-0.326192,-2.493522,4
4267,'2020/12/08 21:23:19:605',17,0.012811,-0.005772,0.001153,-0.03848,0.013993,-0.007109,0.834026,-0.323353,-2.495599,4
4268,'2020/12/08 21:23:19:657',17,-0.002777,-0.001853,0.002608,-0.039642,0.014051,0.036368,0.831822,-0.324917,-2.493603,4
4269,'2020/12/08 21:23:19:710',17,-0.006609,0.002199,-0.005558,0.005755,-0.004989,-0.006266,0.831246,-0.324464,-2.493661,4
4270,'2020/12/08 21:23:19:764',17,0.003517,0.000358,-0.006141,0.019179,0.003524,0.013655,0.83216,-0.324481,-2.493069,4
4271,'2020/12/08 21:23:19:815',17,0.002841,-0.001513,-0.007478,0.011914,-0.003044,0.036989,0.831782,-0.326318,-2.490806,4
4272,'2020/12/08 21:23:19:867',17,-0.00177,-0.003363,0.000549,0.007509,0.005868,0.042438,0.832117,-0.328687,-2.48722,4
4273,'2020/12/08 21:23:19:921',17,0.002745,-0.008997,-0.00397,0.021928,0.012895,0.096763,0.831433,-0.331517,-2.482959,4
4274,'2020/12/08 21:23:19:972',17,-0.002665,-0.003387,0.00168,0.000593,-0.000464,0.120434,0.830406,-0.337559,-2.473716,4
4275,'2020/12/08 21:23:20:025',17,-0.00781,-0.007389,0.006091,-0.053059,-0.030957,0.038283,0.827802,-0.341126,-2.469838,4
4276,'2020/12/08 21:23:20:077',17,0.000468,0.001507,0.001399,-0.051366,-0.048924,-0.026012,0.825661,-0.342654,-2.470389,4
4277,'2020/12/08 21:23:20:130',17,-0.003994,-0.005742,-0.00865,-0.013782,-0.037129,0.021502,0.824333,-0.344709,-2.471669,4
4278,'2020/12/08 21:23:20:183',17,-0.011009,0.004084,-0.005076,-0.003216,-0.001498,0.012492,0.823389,-0.345805,-2.470643,4
4279,'2020/12/08 21:23:20:237',17,-0.00687,-0.001159,-0.00906,0.030438,0.012012,0.019075,0.823786,-0.346979,-2.468387,4
4280,'2020/12/08 21:23:20:530',17,0.006126,-0.006687,0.002497,-0.023645,0.008496,0.039622,0.823101,-0.349343,-2.463943,4
4281,'2020/12/08 21:23:20:530',17,0.004179,-0.01215,0.004206,-0.022869,-0.006539,0.072054,0.82144,-0.352854,-2.458069,4
4282,'2020/12/08 21:23:20:531',17,-0.002955,-0.011197,-0.008759,-0.048915,-0.027138,0.029383,0.818008,-0.354915,-2.456899,4
4283,'2020/12/08 21:23:20:531',17,-0.011764,-0.001476,-0.002107,-0.050159,-0.02505,-0.015291,0.816404,-0.355487,-2.457553,4
4284,'2020/12/08 21:23:20:553',17,-0.004998,-0.001697,-0.005264,-0.033544,-0.007864,-0.00017,0.814813,-0.355558,-2.458812,4
4285,'2020/12/08 21:23:20:607',17,-0.008836,0.003253,-0.00561,-0.003672,-0.00876,-0.034792,0.81411,-0.355814,-2.458867,4
4286,'2020/12/08 21:23:20:658',17,0.002818,0.002201,-0.002856,0.016302,-0.009193,-0.031394,0.815401,-0.354395,-2.461949,4
4287,'2020/12/08 21:23:20:711',17,0.005184,-0.003272,-0.012109,0.012948,-0.025571,0.011653,0.815385,-0.355173,-2.461801,4
4288,'2020/12/08 21:23:20:770',17,-0.020417,-0.009077,0.001047,-0.014728,0.015971,-0.014174,0.815108,-0.355376,-2.462014,4
4289,'2020/12/08 21:23:20:816',17,0.002908,-0.009124,-0.005073,-0.006312,0.018501,-0.002058,0.814884,-0.353074,-2.463185,4
4290,'2020/12/08 21:23:20:868',17,0.00997,0.002498,-0.006168,-0.005416,-0.008463,-0.004391,0.813988,-0.353194,-2.463911,4
4291,'2020/12/08 21:23:20:922',17,-0.006567,-0.000637,0.008636,0.014254,-0.022571,-0.003879,0.815223,-0.354512,-2.463895,4
4292,'2020/12/08 21:23:20:974',17,-0.008882,-0.017392,-0.007301,-0.015865,-0.003656,0.050621,0.814176,-0.355104,-2.463458,4
4293,'2020/12/08 21:23:21:026',17,-0.013942,-0.00415,-0.013175,-0.027342,0.00398,0.004273,0.81202,-0.356137,-2.462217,4
4294,'2020/12/08 21:23:21:078',17,0.009286,0.002457,0.000861,0.016091,0.010928,-0.003368,0.813395,-0.355359,-2.462337,4
4295,'2020/12/08 21:23:21:130',17,0.005042,-0.001749,0.003868,-0.010058,-0.018613,0.040555,0.812427,-0.357342,-2.460269,4
4296,'2020/12/08 21:23:21:190',17,-0.000946,-0.005742,-0.006231,-0.008243,-0.0126,0.02908,0.811546,-0.358358,-2.459087,4
4297,'2020/12/08 21:23:21:237',17,-0.009261,-0.009208,-0.000938,-0.017012,-0.009298,-0.000837,0.811188,-0.359686,-2.457992,4
4298,'2020/12/08 21:23:21:289',17,-0.00314,-0.011769,-0.007452,-0.023607,-0.00662,-0.018153,0.810372,-0.359509,-2.459004,4
4299,'2020/12/08 21:23:21:341',17,-0.005744,-0.007346,-0.005105,-0.008354,-0.000841,-0.017839,0.809927,-0.359317,-2.46095,4
4300,'2020/12/08 21:23:21:394',17,-0.006792,0.000018,-0.004558,0.01152,-0.000985,-0.031869,0.810516,-0.357737,-2.462541,4
4301,'2020/12/08 21:23:21:447',17,0.0062,-0.000117,-0.010137,0.002071,0.000913,0.015151,0.810696,-0.356825,-2.463602,4
4302,'2020/12/08 21:23:21:499',17,-0.001119,0.008001,-0.008832,0.015816,0.002227,0.006849,0.810299,-0.357977,-2.462003,4
4303,'2020/12/08 21:23:21:555',17,-0.01266,-0.002897,0.001604,0.011019,0.016963,0.009714,0.811046,-0.358216,-2.461148,4
4304,'2020/12/08 21:23:21:605',17,0.000154,-0.004998,-0.003691,0.016074,0.014805,0.006744,0.81101,-0.358197,-2.460434,4
4305,'2020/12/08 21:23:21:658',17,0.005188,-0.010539,0.001058,0.011686,-0.003479,0.007963,0.811648,-0.359227,-2.459738,4
4306,'2020/12/08 21:23:21:712',17,-0.001488,-0.010747,-0.001342,-0.013408,-0.010128,0.021306,0.811037,-0.359826,-2.459826,4
4307,'2020/12/08 21:23:21:762',17,-0.004575,-0.006055,-0.00531,-0.00599,-0.019159,0.000112,0.810914,-0.360361,-2.459747,4
4308,'2020/12/08 21:23:21:816',17,0.000681,-0.005482,-0.008281,-0.010415,0.002967,0.023325,0.810396,-0.360971,-2.460186,4
4309,'2020/12/08 21:23:21:877',17,-0.007607,-0.004845,-0.00526,-0.007511,-0.003669,-0.001157,0.809571,-0.362011,-2.459085,4
4310,'2020/12/08 21:23:21:921',17,0.010057,0.000662,-0.010999,0.027934,-0.015057,-0.000517,0.810077,-0.361613,-2.459389,4
4311,'2020/12/08 21:23:21:972',17,-0.005956,-0.009014,0.003176,-0.013117,0.001967,0.02503,0.80992,-0.363362,-2.458379,4
4312,'2020/12/08 21:23:22:025',17,-0.001839,-0.002513,-0.00769,0.01669,0.009602,0.002038,0.809478,-0.363157,-2.457855,4
